9482 4156  14 8.571428571428571
379586 57166  48 4.752577319587629
710862 88096  25 4.752577319587629
160248 26450  52 4.752525252525253
37031 5982  51 4.752525252525253
442197 64929  54 4.752336448598131
37438 9893  32 4.752293577981652
886431 117831  36 4.752173913043478
218903 6957  -1 4.752043596730245
771798 39825  11 4.751984126984127
693253 63806  34 4.7518796992481205
245757 45533  27 4.751824817518248
62066 9581  41 4.751798561151079
534953 70484  46 4.75177304964539
38985 2752  87 4.751677852348993
836727 111403  30 4.751633986928105
911564 66384  75 4.751592356687898
164680 35122  46 4.751592356687898
315728 37851  -1 4.7514450867052025
94382 14614  -1 4.751381215469613
105028 25143  -1 4.751351351351351
683159 94070  62 4.751322751322752
783526 93201  28 4.751295336787565
434989 41675  52 4.751269035532995
251501 18450  -1 4.751243781094527
797969 57628  29 4.751219512195122
648354 87808  97 4.751196172248804
797602 48228  62 (passed away March 9th, 2013) 4.751173708920188
380496 52675  -1 4.751020408163265
303129 42310  61 4.750877192982456
101852 14043  31 4.750788643533123
153123 21216  26 4.750692520775623
416281 60340  47 4.75
873725 103759  50 4.75
472660 24389  29 4.75
594878 67697  49 4.75
400701 60621  56 4.75
913109 113606  37 4.75
81296 6130  -1 4.75
200669 23877  58 4.75
315089 43434  -1 4.75
49101 10673  57 4.75
574304 45375  30 4.75
37450 6668  40 4.75
426708 42891  47 4.75
349436 43565  60 4.75
580789 78925  45 4.75
167017 22046  74 4.75
835707 111486  64 4.75
98748 24389  29 4.75
735427 29748  49 4.75
673968 33542  38 4.75
859720 57447  59 4.75
521995 36102  38 4.75
949430 44877  -1 4.75
5491 2752  87 4.75
200308 10437  72 4.749152542372881
160888 30982  -1 4.7491289198606275
617336 87092  26 4.749077490774908
632102 84954  37 4.748971193415638
236252 40642  -1 4.748858447488584
308002 44172  43 4.748837209302326
408418 40797  -1 4.748837209302326
114391 26733  -1 4.748792270531401
871133 32754  -1 4.748768472906404
776216 103534  41 4.7486910994764395
67007 327  -1 4.748603351955308
888176 113419  -1 4.748502994011976
429942 50351  61 4.748502994011976
670893 64989  43 4.748427672955975
946962 2158  -1 4.748427672955975
652956 87217  41 4.748387096774193
925589 11854  53 4.748251748251748
163264 34402  43 4.74822695035461
108316 26526  -1 4.74822695035461
460873 39566  32 4.748201438848921
840531 91342  69 4.748201438848921
274183 34013  34 4.748175182481752
857646 68947  -1 4.7481481481481485
884890 95579  -1 4.748091603053435
949772 40840  29 4.748091603053435
62701 14350  26 4.748
9461 3080  -1 4.747967479674797
735043 59029  50 4.747967479674797
764038 15882  33 4.74793388429752
482282 65603  -1 4.7478991596638656
668947 87808  97 4.747863247863248
48884 12448  54 4.747826086956522
17680 6576  66 4.747826086956522
791717 84997  38 4.747826086956522
472499 70375  39 4.747706422018348
571081 80542  46 4.747663551401869
314346 50147  -1 4.747572815533981
897273 30446  35 4.747474747474747
215639 11324  39 4.747440273037543
89173 18728  -1 4.747368421052632
436739 66597  45 4.747368421052632
346322 11854  53 4.747191011235955
524057 41675  52 4.747191011235955
199613 6532  -1 4.746938775510204
457171 70514  -1 4.746913580246914
367981 59215  -1 4.746887966804979
113340 14476  -1 4.746781115879829
371611 61971  36 4.746724890829694
75395 2336  42 4.746666666666667
25848 7094  45 4.746666666666667
759909 48456  30 4.746606334841629
741361 92847  64 4.7465753424657535
245864 45755  37 4.746543778801843
894337 113634  40 4.746478873239437
384194 36371  -1 4.746478873239437
509474 30584  42 4.746478873239437
542297 67067  36 4.746478873239437
86856 16126  51 4.746411483253588
391771 60698  -1 4.746341463414634
827495 674  -1 4.746341463414634
650510 70514  -1 4.746268656716418
534763 55738  43 4.746268656716418
237170 16363  43 4.746268656716418
255586 35444  -1 4.746223564954683
623616 87217  41 4.746192893401015
70486 15855  -1 4.746192893401015
783033 75849  -1 4.746031746031746
4298 2752  87 4.746031746031746
67212 11887  -1 4.746031746031746
485373 67301  57 4.745945945945946
248063 40797  -1 4.745945945945946
884169 59029  50 4.745901639344262
216838 39638  41 4.745874587458746
178843 12231  65 4.745874587458746
86513 11846  66 4.745856353591161
920411 59029  50 4.745856353591161
238845 20530  49 4.745762711864407
516619 35545  -1 4.745762711864407
203003 39664  56 4.7457142857142856
186842 36619  43 4.745704467353952
48966 11923  40 4.745689655172414
937279 23098  -1 4.745664739884393
488354 64929  54 4.745614035087719
282529 47730  32 4.745614035087719
163695 6498  60 4.745583038869258
891642 56322  35 4.745562130177515
835002 327  -1 4.745562130177515
387076 59029  50 4.745547073791348
591239 83817  62 4.745454545454545
522147 73929  -1 4.745454545454545
472305 69493  34 4.745454545454545
358641 55542  -1 4.74537037037037
257344 346  47 4.745247148288973
101039 22411  37 4.745098039215686
714173 88136  25 4.745098039215686
435330 67697  49 4.745098039215686
4883 3087  45 4.745019920318725
433573 53316  -1 4.745
233789 41802  37 4.74496644295302
289032 6498  60 4.744939271255061
792014 48115  30 4.744855967078189
356209 53316  -1 4.744791666666667
420703 46941  62 4.74468085106383
862223 109284  34 4.74468085106383
532895 66524  57 4.74468085106383
413250 56945  34 4.744588744588745
247819 8178  40 4.744565217391305
673294 91405  29 4.744525547445256
703181 47274  24 4.744394618834081
65474 7535  44 4.744318181818182
64985 12268  -1 4.744186046511628
882260 63218  8 4.744186046511628
305053 43772  33 4.744186046511628
862975 111486  64 4.744186046511628
476517 74496  44 4.7440758293838865
501191 76167  -1 4.744047619047619
705264 65083  -1 4.744
140225 31133  57 4.743961352657005
55551 2158  -1 4.743961352657005
571241 41556  50 4.74384236453202
316519 52292  27 4.74384236453202
892319 29079  38 4.743801652892562
847831 107135  49 4.743801652892562
905367 61222  67 4.74375
236231 36619  43 4.743589743589744
206458 36231  44 4.743589743589744
44416 10263  -1 4.743478260869566
313306 40370  52 4.7434554973821985
682335 6576  66 4.7434554973821985
698938 78371  32 4.743421052631579
188908 36981  -1 4.743396226415094
240225 35322  37 4.743362831858407
919796 27107  41 4.743362831858407
888808 111486  64 4.74331550802139
288004 40642  -1 4.74331550802139
857859 113419  -1 4.74331550802139
14816 6576  66 4.74331550802139
112250 26115  29 4.743295019157088
653068 29748  49 4.743243243243243
462 661  -1 4.743243243243243
457663 70656  27 4.743243243243243
313256 53690  37 4.743169398907104
540910 45375  30 4.743119266055046
633792 41802  37 4.743083003952569
437555 37818  -1 4.743083003952569
686340 75192  37 4.743055555555555
778166 102394  -1 4.743055555555555
403393 63163  44 4.743016759776537
24413 3672  -1 4.742971887550201
612630 37463  46 4.742857142857143
806900 40642  -1 4.742857142857143
93375 6202  50 4.742857142857143
191212 36563  30 4.742753623188406
758520 98339  56 4.742690058479532
531492 76205  -1 4.742647058823529
940703 83845  44 4.742647058823529
215058 38653  49 4.742647058823529
35938 8911  42 4.742647058823529
736490 53781  40 4.742616033755274
44332 12061  34 4.742616033755274
728899 94265  31 4.742574257425742
716715 59029  50 4.74251497005988
87305 22545  36 4.742424242424242
79224 11096  -1 4.742424242424242
335437 32338  -1 4.74235807860262
419117 11854  53 4.74235807860262
12660 1024  -1 4.742268041237113
200899 39566  32 4.74223602484472
795192 94855  51 4.7421875
671948 11854  53 4.7421383647798745
119056 4729  -1 4.7421383647798745
475416 71583  29 4.742105263157895
588149 59029  50 4.741935483870968
349024 17072  43 4.741935483870968
67679 7466  46 4.741935483870968
953004 131419  -1 4.741935483870968
690943 40973  8 4.741935483870968
741896 66106  59 4.741935483870968
940182 128825  34 4.741935483870968
935712 18505  -1 4.741935483870968
80360 9581  41 4.741758241758242
744269 44611  59 4.741721854304636
9544 4340  -1 4.741666666666666
798167 92779  -1 4.741666666666666
912631 120891  20 4.741666666666666
802791 11854  53 4.741666666666666
648785 39188  33 4.741626794258373
445281 65035  -1 4.741573033707865
6843 1543  -1 4.741573033707865
66039 16363  43 4.741573033707865
230945 1570  -1 4.741573033707865
391072 57631  54 4.741463414634146
939755 118396  -1 4.741463414634146
730513 63633  37 4.741379310344827
270783 43565  60 4.741312741312742
724415 98141  31 4.741293532338308
19541 6892  59 4.741258741258742
279400 48741  35 4.741258741258742
46623 9711  37 4.741176470588235
496664 40750  -1 4.741176470588235
804770 6532  -1 4.741176470588235
119183 14614  -1 4.741116751269035
311833 43298  28 4.741116751269035
516707 73929  -1 4.741071428571429
335385 56890  33 4.741071428571429
288956 50127  31 4.741071428571429
658770 1024  -1 4.741035856573705
393093 41521  48 4.740963855421687
661985 43565  60 4.740932642487047
339858 35804  -1 4.740932642487047
786261 101492  53 4.740909090909091
681203 71401  30 4.740863787375416
371695 35994  34 4.7407407407407405
718730 61315  -1 4.740625
175127 31230  -1 4.7406015037593985
264008 35444  -1 4.7406015037593985
391767 56057  32 4.740566037735849
78642 6624  80 4.7405063291139244
523441 27556  36 4.740458015267175
424493 52854  57 4.740384615384615
289723 51889  -1 4.74031007751938
167962 32161  37 4.740259740259741
483883 69407  -1 4.740223463687151
538251 57631  54 4.74015748031496
754833 6576  66 4.740088105726873
268447 27556  36 4.740088105726873
497205 37102  53 4.74
837205 7684  38 4.74
34264 1570  -1 4.74
645837 88575  75 4.74
197023 6498  60 4.74
261004 3343  69 4.74
282171 49337  51 4.73992673992674
36272 9893  32 4.739795918367347
89303 6498  60 4.739726027397261
387719 46288  42 4.739669421487603
825914 107486  42 4.739583333333333
302622 27556  36 4.739583333333333
453285 63244  11 4.739583333333333
736344 67363  59 4.739495798319328
76872 20849  65 4.739393939393939
474313 57851  32 4.73936170212766
167806 9581  41 4.739316239316239
494242 54431  36 4.739299610894942
447020 53316  -1 4.739285714285714
854680 92403  31 4.739130434782608
607480 74605  58 (passed away April, 2008) 4.739130434782608
684650 73564  40 4.739130434782608
94928 10673  57 4.739130434782608
28902 9643  -1 4.739130434782608
13206 3735  62 4.739130434782608
254413 47417  -1 4.739130434782608
728503 11854  53 4.739130434782608
641639 89304  30 4.739130434782608
343815 30637  72 4.738955823293173
627317 72268  34 4.738938053097345
47523 10858  36 4.738938053097345
448843 70375  39 4.738916256157635
786557 2158  -1 4.7388059701492535
901222 99140  46 4.7388059701492535
50996 10799  61 4.738693467336684
63956 6532  -1 4.738636363636363
487873 70514  -1 4.738532110091743
609776 65083  -1 4.738095238095238
433688 29293  -1 4.738095238095238
482663 48298  53 4.738095238095238
255387 41370  -1 4.738095238095238
469473 67999  26 4.737991266375546
36696 4967  33 4.7379310344827585
142850 7322  49 4.737903225806452
44433 10978  44 4.737777777777778
54702 2158  -1 4.737704918032787
661249 91718  43 4.737704918032787
864972 67697  49 4.73758865248227
616309 11854  53 4.73758865248227
865474 11854  53 4.737556561085973
10739 327  -1 4.737556561085973
426154 67145  -1 4.7375
226805 41794  41 4.737410071942446
64932 2158  -1 4.737410071942446
84764 7684  38 4.737373737373737
364930 55782  -1 4.737373737373737
120078 11653  -1 4.737341772151899
635715 55892  -1 4.7373271889400925
318749 36361  46 4.7373271889400925
542638 80073  46 4.737288135593221
933789 126124  -1 4.737226277372263
9801 5201  39 4.737113402061856
55891 7969  49 4.7370517928286855
131176 30443  75 4.737037037037037
82455 16488  -1 4.7368421052631575
117911 11653  -1 4.7368421052631575
545845 75598  -1 4.7368421052631575
35041 9504  49 4.7368421052631575
203266 36499  43 4.7368421052631575
347380 24413  -1 4.7368421052631575
911249 100831  -1 4.7368421052631575
114092 25017  53 4.736654804270462
175904 11854  53 4.736641221374046
5294 1280  98 4.736462093862816
659394 81310  -1 4.736434108527132
9241 1361  -1 4.7364016736401675
588554 56167  62 4.736363636363636
717587 93756  -1 4.736263736263736
576940 68608  27 4.736263736263736
782948 37444  66 4.736111111111111
665139 68504  76 4.736
715328 45755  37 4.736
720170 44877  -1 4.735955056179775
163219 35727  41 4.735915492957746
704599 674  -1 4.735849056603773
12308 4430  43 4.735849056603773
854618 112218  55 4.735849056603773
678457 89637  -1 4.735849056603773
383504 62309  37 4.735632183908046
4112 1829  -1 4.735632183908046
840034 11854  53 4.735576923076923
375565 44219  26 4.735576923076923
877126 61234  -1 4.735483870967742
886152 66398  50 4.735483870967742
558739 53316  -1 4.735294117647059
65636 11887  -1 4.735135135135135
506132 46739  55 4.735099337748345
34349 11384  -1 4.735
822232 97139  33 4.735
847658 61651  -1 4.734939759036145
464146 71688  37 4.734939759036145
19634 7743  -1 4.734883720930233
420501 59200  42 4.734883720930233
474840 41556  50 4.734806629834254
39389 11206  38 4.734782608695652
116959 7684  38 4.734782608695652
374305 54475  69 4.734782608695652
142235 31597  32 4.734767025089606
11198 1829  -1 4.73469387755102
54708 11078  68 4.73469387755102
472336 70514  -1 4.73469387755102
332117 55797  29 4.73469387755102
404907 55199  -1 4.73462783171521
408220 57628  29 4.734597156398104
955920 132967  36 4.734597156398104
704680 88825  28 4.734567901234568
144737 30443  75 4.734567901234568
64952 4793  -1 4.734545454545454
134642 22384  -1 4.734513274336283
623703 10643  43 4.734375
954782 67697  49 4.734375
936092 107486  42 4.734299516908212
442191 66106  59 4.734299516908212
40539 6668  40 4.734265734265734
773801 59029  50 4.734265734265734
404471 64933  26 4.734104046242774
248529 29156  56 4.73404255319149
106626 6630  94 4.73404255319149
27983 8911  42 4.733870967741935
891286 110797  -1 4.733870967741935
862115 65234  58 4.733812949640288
49199 10643  43 4.733812949640288
523903 49303  39 4.733727810650888
331382 811  -1 4.733668341708543
16584 6130  -1 4.733668341708543
166466 17291  -1 4.7336244541484715
93624 24076  -1 4.7335907335907335
10961 1829  -1 4.733333333333333
33450 9582  61 4.733333333333333
135576 6498  60 4.733333333333333
45172 12061  34 4.733333333333333
778623 98408  33 4.733333333333333
765772 48456  30 4.733333333333333
429340 38198  -1 4.733333333333333
588834 77521  26 4.733333333333333
209668 33542  38 4.733333333333333
383553 10848  -1 4.733333333333333
487866 74219  29 4.733333333333333
342266 54176  27 4.733333333333333
872541 63218  8 4.733333333333333
29634 7763  -1 4.733067729083666
442645 1255  -1 4.733031674208145
435032 29293  -1 4.733009708737864
858035 86447  95 4.732984293193717
281394 37252  55 4.732954545454546
808046 101668  -1 4.732876712328767
512622 3343  69 4.7328519855595665
168577 35804  -1 4.732793522267206
26770 3343  69 4.732793522267206
240365 33000  34 4.732758620689655
204985 35444  -1 4.732758620689655
33098 10437  72 4.732718894009216
421800 66967  47 4.732673267326732
798024 107020  -1 4.732673267326732
581087 62671  48 4.732620320855615
673145 35122  46 4.732558139534884
743655 811  -1 4.732484076433121
211805 8377  35 4.732456140350878
230270 39638  41 4.7324414715719065
301844 40642  -1 4.732394366197183
459002 58728  38 4.732394366197183
162919 33232  -1 4.732394366197183
209239 18450  -1 4.732342007434944
502485 77521  26 4.732342007434944
910668 112095  62 4.732283464566929
216045 41370  -1 4.7322033898305085
464005 39566  32 4.732142857142857
458446 14414  28 4.732142857142857
281434 12231  65 4.7320754716981135
64497 14614  -1 4.732057416267943
668110 85255  45 4.73202614379085
397911 63152  36 4.731958762886598
867850 75599  67 4.731884057971015
529886 66384  75 4.731884057971015
464007 43437  38 4.731843575418995
484693 57628  29 4.731843575418995
797022 57447  59 4.7317073170731705
36411 327  -1 4.7317073170731705
559543 79039  28 4.7317073170731705
378457 27524  38 4.7317073170731705
716923 76129  60 4.7317073170731705
278788 12231  65 4.731543624161074
362203 59200  42 4.7315175097276265
760177 98005  -1 4.731481481481482
119985 3417  -1 4.731481481481482
759758 58728  38 4.731428571428571
772384 102362  -1 4.731313131313131
581497 2350  81 (passed away January, 2011) 4.73125
96527 1280  98 4.731182795698925
680490 92403  31 4.731182795698925
24762 6630  94 4.731182795698925
746214 63812  -1 4.731132075471698
168450 26450  52 4.73109243697479
134989 28005  37 4.730994152046784
9036 2158  -1 4.730923694779117
112180 12268  -1 4.730769230769231
298479 409  31 4.730769230769231
142350 6130  -1 4.730769230769231
697749 92628  43 4.730769230769231
37995 11206  38 4.730593607305936
913668 113419  -1 4.730569948186528
246250 43298  28 4.7304964539007095
507419 7466  46 4.73046875
390922 31376  34 4.730392156862745
150871 21375  -1 4.730392156862745
611479 85890  36 4.730337078651686
10689 5212  -1 4.730337078651686
346401 11854  53 4.730337078651686
764176 80264  30 4.730290456431535
487699 75893  34 4.730263157894737
908374 86045  27 4.730263157894737
753885 93777  31 4.730232558139535
295525 11854  53 4.730232558139535
560104 54778  -1 4.73021582733813
693471 67363  59 4.73015873015873
405463 44607  47 4.730061349693251
87108 10414  47 4.73
239700 42292  -1 4.729957805907173
233937 18589  -1 4.729957805907173
19084 7800  48 4.7299270072992705
686599 64929  54 4.7298850574712645
733677 52992  40 4.7298850574712645
344450 25728  -1 4.729838709677419
242061 37961  51 4.729838709677419
241947 14476  -1 4.729824561403508
575511 80728  30 4.72972972972973
633512 88679  26 4.72972972972973
52107 10673  57 4.729591836734694
737779 29156  56 4.729559748427673
663331 91963  45 4.729559748427673
23372 6597  -1 4.729508196721311
885427 43869  41 4.729508196721311
29132 3735  62 4.729468599033816
365512 54702  32 4.72945205479452
38130 8367  -1 4.729357798165138
703823 72579  19 4.7292817679558015
97871 14620  45 4.7292817679558015
68124 12061  34 4.7292817679558015
413928 66127  28 4.729166666666667
167826 33439  42 4.729166666666667
80034 12448  54 4.729166666666667
777604 87751  -1 4.7290322580645165
308262 48967  30 4.728971962616822
570472 69722  -1 4.728971962616822
244798 6597  -1 4.728971962616822
122775 14763  -1 4.728915662650603
594675 82694  24 4.728813559322034
388176 43565  60 4.728744939271255
858890 48268  45 4.7287234042553195
951242 57  45 4.728682170542636
13686 6576  66 4.728643216080402
64565 9581  41 4.728571428571429
100870 19437  81 4.728571428571429
711749 93927  30 4.728571428571429
722563 811  -1 4.728476821192053
38996 6668  40 4.728476821192053
122089 28318  53 4.728476821192053
758062 56275  -1 4.728448275862069
942849 124972  21 4.728395061728395
251257 44407  -1 4.728395061728395
738552 53572  47 4.728395061728395
763411 47274  24 4.728346456692913
679849 4793  -1 4.728323699421965
197628 38786  39 4.728301886792453
649870 73942  -1 4.728205128205128
393620 59501  41 4.728187919463087
747867 47249  50 4.728155339805825
146425 6576  66 4.728125
119737 26050  29 4.72809667673716
32168 9083  47 4.728070175438597
55031 1570  -1 4.728
706463 44172  43 4.728
192955 38124  47 4.727941176470588
916017 101668  -1 4.727941176470588
660596 54563  44 4.727941176470588
670022 91730  -1 4.727891156462585
944103 63218  8 4.727891156462585
365217 27908  35 4.727868852459016
914612 121916  74 4.727810650887574
401872 54475  69 4.727777777777778
14891 4520  -1 4.727748691099476
51110 13073  56 4.727748691099476
816740 45475  -1 4.727722772277228
36938 10149  55 4.727722772277228
16575 1570  -1 4.727722772277228
409501 57499  54 4.727678571428571
44874 11241  37 4.727678571428571
914282 67697  49 4.7272727272727275
856219 30446  35 4.7272727272727275
741445 93756  -1 4.7272727272727275
583264 61234  -1 4.7272727272727275
764492 84779  -1 4.7272727272727275
488204 61651  -1 4.7272727272727275
423991 55642  41 4.7272727272727275
704320 11078  68 4.7272727272727275
306511 46288  42 4.7272727272727275
266773 42638  50 4.7272727272727275
448374 60003  27 4.726950354609929
167517 2563  39 4.726890756302521
54976 6202  50 4.726872246696035
754846 98171  28 4.726872246696035
656973 80912  -1 4.726872246696035
276461 37444  66 4.726851851851852
495629 56167  62 4.726829268292683
479192 67301  57 4.726775956284153
423270 55199  -1 4.726744186046512
504776 62623  27 4.726666666666667
860387 101668  -1 4.726618705035971
312839 44945  -1 4.726495726495727
203196 39816  96 4.726495726495727
101816 23561  48 4.726415094339623
362385 39110  48 4.72636815920398
34838 10263  -1 4.72636815920398
195480 20102  35 4.726315789473684
422714 9581  41 4.726235741444867
147517 31834  36 4.726224783861672
937820 126124  -1 4.726190476190476
78751 21782  49 4.726114649681529
566716 32872  59 4.726114649681529
270405 37055  22 4.725978647686833
615079 80594  57 4.725925925925926
60688 10848  -1 4.725925925925926
936805 53572  47 4.725925925925926
925959 124815  -1 4.725925925925926
12706 6150  67 4.725888324873097
3500 1543  -1 4.725868725868726
572536 80739  24 4.725806451612903
548659 24389  29 4.725806451612903
305802 41370  -1 4.725806451612903
177581 37544  42 4.725738396624473
35727 200  49 4.725738396624473
449236 31399  -1 4.725714285714286
894383 77551  41 4.725714285714286
47224 11078  68 4.725663716814159
913120 112095  62 4.725609756097561
255303 42792  -1 4.725563909774436
568935 82536  33 4.7254901960784315
5940 142  -1 4.7254901960784315
186676 6130  -1 4.725423728813559
936299 126757  27 4.725388601036269
448765 39165  33 4.7253731343283585
433089 65083  -1 4.725352112676056
668986 90989  28 4.725352112676056
874380 29748  49 4.725352112676056
317459 2158  -1 4.725352112676056
58927 6130  -1 4.725274725274725
94493 24016  -1 4.725274725274725
702217 55892  -1 4.725225225225225
64324 18377  47 4.7251908396946565
257698 8367  -1 4.725165562913907
336831 59029  50 4.7251461988304095
365632 30637  72 4.725085910652921
939826 116574  57 4.725
593232 77551  41 4.725
417900 59029  50 4.725
205433 37779  29 4.724890829694323
67626 16385  -1 4.724867724867725
395399 62470  -1 4.724832214765101
914044 112095  62 4.724719101123595
829938 2158  -1 4.72463768115942
832600 68504  76 4.72463768115942
453620 12231  65 4.724550898203593
825665 106349  48 4.724550898203593
257608 45928  26 4.724381625441696
769152 63218  8 4.7243589743589745
386721 2158  -1 4.7243589743589745
627251 27304  30 4.724279835390947
198435 28299  66 4.724279835390947
919935 22689  49 4.724137931034483
719078 40973  8 4.724137931034483
315821 52074  58 4.724137931034483
236148 31399  -1 4.723981900452489
498229 53690  37 4.723958333333333
477781 67361  -1 4.723958333333333
714613 37684  52 4.723926380368098
35928 9758  -1 4.723809523809524
51504 2752  87 4.723809523809524
678993 78371  32 4.723684210526316
166097 9581  41 4.723684210526316
627706 87539  -1 4.723684210526316
442098 68947  -1 4.723636363636364
141152 22411  37 4.723636363636364
667188 13833  44 4.723618090452261
544100 36102  38 4.723577235772358
952133 124190  -1 4.723577235772358
934730 63218  8 4.723577235772358
751994 57460  103 4.723529411764706
806241 101668  -1 4.723502304147465
516186 73139  61 4.723404255319149
581015 64610  -1 4.723404255319149
799722 65319  -1 4.723300970873787
750140 92847  64 4.723270440251572
607382 71244  52 4.723270440251572
257594 36470  38 4.723021582733813
28716 9493  24 4.723004694835681
621701 86972  36 4.723004694835681
337499 57631  54 4.72289156626506
288400 17185  61 4.722857142857142
462748 29293  -1 4.7228260869565215
661105 70484  46 4.7227722772277225
150294 17505  44 4.722713864306785
525067 63006  29 4.7226277372262775
396775 55642  41 4.7226277372262775
769240 11078  68 4.72258064516129
240430 42411  25 4.722466960352423
157291 33629  -1 4.722222222222222
563973 56167  62 4.722222222222222
6754 2586  -1 4.722222222222222
815908 66384  75 4.722222222222222
199942 22290  -1 4.722222222222222
497041 77007  25 4.722222222222222
215964 40370  52 4.722021660649819
383654 64390  56 4.721973094170403
293377 51385  49 4.721951219512195
518485 72261  -1 4.721951219512195
309694 46468  -1 4.721951219512195
88523 1829  -1 4.721925133689839
315191 50674  62 4.72189349112426
134696 10658  40 4.72189349112426
910154 65234  58 4.7218045112781954
93191 24169  36 4.7218045112781954
63102 1717  56 4.721774193548387
231266 15711  64 4.721774193548387
7017 2009  70 4.7216828478964405
405810 58590  35 4.721590909090909
480056 59029  50 4.7215686274509805
9353 2223  44 4.7215189873417724
272266 40484  -1 4.7214611872146115
658506 91405  29 4.7214611872146115
104826 20992  40 4.721311475409836
33142 3865  59 4.721238938053097
377458 38496  53 4.721153846153846
196439 6498  60 4.721115537848606
188957 20068  33 4.721003134796239
244834 14614  -1 4.72093023255814
899426 57447  59 4.72093023255814
291697 35804  -1 4.720779220779221
42566 11923  40 4.720779220779221
205697 1024  -1 4.720754716981132
10875 1570  -1 4.7207207207207205
1747 1037  -1 4.720588235294118
35947 6532  -1 4.720588235294118
195127 20068  33 4.720524017467249
94574 16241  -1 4.720524017467249
284503 6576  66 4.720496894409938
93587 20029  -1 4.7204724409448815
136609 26505  39 4.720430107526882
847243 65234  58 4.720338983050848
607037 1024  -1 4.720338983050848
126811 22411  37 4.7203065134099615
416043 60341  27 4.7203065134099615
181715 37116  49 4.72027972027972
359148 61015  28 4.72020725388601
41353 11167  27 4.720164609053498
315843 56243  38 4.72
391007 14476  -1 4.72
869187 60173  39 4.72
772457 103229  25 4.719917012448133
451151 52992  40 4.719887955182073
344276 44687  -1 4.719844357976654
813256 101668  -1 4.719745222929936
417320 66384  75 4.7196652719665275
372980 63119  23 4.719626168224299
35944 10414  47 4.719626168224299
647986 27556  36 4.71957671957672
587182 80113  39 4.719512195121951
80820 18098  -1 4.7194719471947195
28807 1368  41 4.719457013574661
15978 674  -1 4.719387755102041
586586 63433  27 4.719298245614035
502525 76526  34 4.719230769230769
767091 1024  -1 4.719101123595506
10613 4520  -1 4.719047619047619
825304 14476  -1 4.7190082644628095
269105 27556  36 4.718978102189781
399532 57166  48 4.718954248366013
736990 99108  -1 4.71889400921659
4853 327  -1 4.718875502008032
11641 4520  -1 4.71875
94011 3735  62 4.71875
387470 57851  32 4.7186147186147185
118872 1280  98 4.71859296482412
372258 60396  54 4.71859296482412
76071 10848  -1 4.718543046357616
148608 17185  61 4.718475073313783
883095 86090  42 4.718390804597701
673122 77521  26 4.718390804597701
679467 89763  -1 4.718390804597701
228017 30584  42 4.71830985915493
843169 111167  48 4.718232044198895
273190 30982  -1 4.718213058419244
735930 67697  49 4.718085106382978
805465 44877  -1 4.718085106382978
14794 6913  -1 4.718085106382978
61145 3419  55 4.7180451127819545
273749 27556  36 4.717948717948718
600102 65234  58 4.717948717948718
143096 32161  37 4.717868338557993
6570 3669  50 4.7178571428571425
308322 35545  -1 4.717821782178218
34578 3865  59 4.717821782178218
360768 61793  38 4.717821782178218
668901 76129  60 4.717791411042945
704300 95118  45 4.717791411042945
283895 50147  -1 4.717741935483871
63096 12131  34 4.717741935483871
116660 27675  -1 4.717607973421927
65878 9763  39 4.717472118959108
268842 45933  -1 4.717451523545706
164685 25183  44 4.717299578059071
79385 10673  57 4.717277486910994
248505 35786  45 4.717277486910994
875872 68504  76 4.7172413793103445
444494 70557  33 4.717171717171717
11121 5473  -1 4.717171717171717
679932 87751  -1 4.717105263157895
241178 21183  -1 4.717073170731707
61148 3672  -1 4.717054263565892
110137 3343  69 4.716981132075472
5190 1829  -1 4.716783216783217
92026 6624  80 4.716763005780347
419202 64571  46 4.716738197424893
215452 34593  23 4.716723549488054
53824 14350  26 4.716666666666667
171087 35645  41 4.716621253405995
746153 71167  -1 4.716577540106952
888922 117036  -1 4.716577540106952
240373 17185  61 4.7165605095541405
716360 91342  69 4.716535433070866
545366 43437  38 4.716535433070866
843210 65234  58 4.7164179104477615
910310 40642  -1 4.7164179104477615
812858 59029  50 4.7164179104477615
33741 8911  42 4.7164179104477615
230517 409  31 4.7164179104477615
126058 6519  54 4.716312056737588
106319 4793  -1 4.716216216216216
39798 6624  80 4.716216216216216
636876 80609  25 4.716157205240175
656980 63152  36 4.716157205240175
94979 6130  -1 4.716157205240175
488406 73032  45 4.716129032258064
957660 100831  -1 4.716129032258064
129380 15891  -1 4.716129032258064
387692 36619  43 4.716101694915254
427435 64623  -1 4.716049382716049
9387 4049  38 4.716049382716049
196421 1993  56 4.716049382716049
467075 61348  42 4.715909090909091
405794 66106  59 4.715909090909091
592416 45755  37 4.715846994535519
15976 5212  -1 4.71578947368421
12812 1863  41 4.71578947368421
50716 6624  80 4.715736040609137
361303 26081  50 4.715686274509804
773517 6576  66 4.7156398104265405
870871 65083  -1 4.7156398104265405
206494 23561  48 4.715355805243446
246449 45959  47 4.715355805243446
197390 27901  60 4.715302491103203
243014 12144  -1 4.715302491103203
891056 57447  59 4.715277777777778
40381 11923  40 4.71523178807947
876913 2158  -1 4.715189873417722
470603 40973  8 4.715151515151515
170784 5237  33 4.715116279069767
713657 76129  60 4.715083798882682
14771 2011  -1 4.71505376344086
827602 103916  40 4.714975845410628
953119 100831  -1 4.714893617021277
422735 63006  29 4.714801444043322
860757 111486  64 4.714285714285714
